Data Type,Measure,Variable,value
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,1.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,1.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,1.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,0.0
AD - MNL,Sign Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,0.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,Significance Match,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
AD - MNL,CI Overlap,Longitude,1.0
CART,L1 Distance,Longitude,0.2422220669512572
CART,L1 Distance,Longitude,0.35328975922863254
CART,L1 Distance,Longitude,0.0611258260428037
CART,L1 Distance,Longitude,0.13439353535704662
CART,L1 Distance,Longitude,0.009969635912018271
CART,L1 Distance,Longitude,0.25343687251800057
CART,L1 Distance,Longitude,0.05992618060372584
CART,L1 Distance,Longitude,0.08112822419710025
CART,L1 Distance,Longitude,0.24355518819711325
CART,L1 Distance,Longitude,0.006624974345788293
CART,L1 Distance,Longitude,0.23532490733516725
CART,L1 Distance,Longitude,0.007870475140658473
CART,L1 Distance,Longitude,0.05167638145831527
CART,L1 Distance,Longitude,0.14369260271607978
CART,L1 Distance,Longitude,0.10780686887736779
CART,L1 Distance,Longitude,0.2671512760284696
CART,L1 Distance,Longitude,0.022240384552597636
CART,L1 Distance,Longitude,0.08139467843350015
CART,L1 Distance,Longitude,0.13577906118857844
CART,L1 Distance,Longitude,0.0772648027451697
CART,CI Ratio,Longitude,1.0136422611161842
CART,CI Ratio,Longitude,1.0538083561772382
CART,CI Ratio,Longitude,1.09950084712274
CART,CI Ratio,Longitude,1.183932991490345
CART,CI Ratio,Longitude,1.005863287705569
CART,CI Ratio,Longitude,1.0539126065174123
CART,CI Ratio,Longitude,1.0012235330206707
CART,CI Ratio,Longitude,0.9299913349670061
CART,CI Ratio,Longitude,1.2232497478731963
CART,CI Ratio,Longitude,0.9940976678512987
CART,CI Ratio,Longitude,1.0743783992571145
CART,CI Ratio,Longitude,0.9267867843495095
CART,CI Ratio,Longitude,1.027676946513464
CART,CI Ratio,Longitude,1.040908342915177
CART,CI Ratio,Longitude,1.0559774679866816
CART,CI Ratio,Longitude,1.087290415518754
CART,CI Ratio,Longitude,0.9104776012090485
CART,CI Ratio,Longitude,0.9899657576731413
CART,CI Ratio,Longitude,0.824984830553982
CART,CI Ratio,Longitude,1.1050909258235102
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Sign Match,Longitude,1.0
CART,Significance Match,Longitude,0.0
CART,Significance Match,Longitude,0.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,0.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,0.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,0.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,Significance Match,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
CART,CI Overlap,Longitude,1.0
AD - CART,L1 Distance,Longitude,0.2716615370972358
AD - CART,L1 Distance,Longitude,0.5071657529904807
AD - CART,L1 Distance,Longitude,0.14713463610668281
AD - CART,L1 Distance,Longitude,0.10601194591531671
AD - CART,L1 Distance,Longitude,0.057987297322532605
AD - CART,L1 Distance,Longitude,0.25092366232002
AD - CART,L1 Distance,Longitude,0.10932045037753518
AD - CART,L1 Distance,Longitude,0.10567331156067628
AD - CART,L1 Distance,Longitude,0.28566059408523176
AD - CART,L1 Distance,Longitude,0.1225673877976674
AD - CART,L1 Distance,Longitude,0.39401352291731245
AD - CART,L1 Distance,Longitude,0.017399058892015373
AD - CART,L1 Distance,Longitude,0.08451362829426012
AD - CART,L1 Distance,Longitude,0.015213622294531437
AD - CART,L1 Distance,Longitude,0.03143683181862192
AD - CART,L1 Distance,Longitude,0.442544572978911
AD - CART,L1 Distance,Longitude,0.15048086504247316
AD - CART,L1 Distance,Longitude,0.00381536951761019
AD - CART,L1 Distance,Longitude,0.07030226837423315
AD - CART,L1 Distance,Longitude,0.07235616794672059
AD - CART,CI Ratio,Longitude,1.045142827177616
AD - CART,CI Ratio,Longitude,1.1687762618091813
AD - CART,CI Ratio,Longitude,1.16425099989583
AD - CART,CI Ratio,Longitude,1.2061328199073316
AD - CART,CI Ratio,Longitude,1.1257971569735004
AD - CART,CI Ratio,Longitude,1.1800971466405787
AD - CART,CI Ratio,Longitude,1.0926223122132015
AD - CART,CI Ratio,Longitude,1.0207317922934132
AD - CART,CI Ratio,Longitude,1.3287555409185754
AD - CART,CI Ratio,Longitude,1.1389195608769187
AD - CART,CI Ratio,Longitude,1.1971337729448281
AD - CART,CI Ratio,Longitude,0.9816702301726181
AD - CART,CI Ratio,Longitude,1.0876562701707961
AD - CART,CI Ratio,Longitude,1.2149480739745306
AD - CART,CI Ratio,Longitude,1.1408395173256505
AD - CART,CI Ratio,Longitude,1.2444557969518584
AD - CART,CI Ratio,Longitude,1.0630519117888302
AD - CART,CI Ratio,Longitude,1.0620197062369754
AD - CART,CI Ratio,Longitude,0.9205242823559852
AD - CART,CI Ratio,Longitude,1.161363675252431
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Sign Match,Longitude,1.0
AD - CART,Significance Match,Longitude,0.0
AD - CART,Significance Match,Longitude,0.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,0.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,0.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,0.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,Significance Match,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
AD - CART,CI Overlap,Longitude,1.0
MOSTLY.AI,L1 Distance,Longitude,0.37951675349029623
MOSTLY.AI,L1 Distance,Longitude,0.32793645667692484
MOSTLY.AI,L1 Distance,Longitude,0.22849906586601904
MOSTLY.AI,L1 Distance,Longitude,0.05110134060912039
MOSTLY.AI,L1 Distance,Longitude,0.15183867183099925
MOSTLY.AI,L1 Distance,Longitude,0.1684606780055964
MOSTLY.AI,L1 Distance,Longitude,0.018622352543990583
MOSTLY.AI,L1 Distance,Longitude,0.17504138948179643
MOSTLY.AI,L1 Distance,Longitude,0.6198875760414513
MOSTLY.AI,L1 Distance,Longitude,0.18705650542129856
MOSTLY.AI,L1 Distance,Longitude,0.10219283732149279
MOSTLY.AI,L1 Distance,Longitude,0.002420866330771043
MOSTLY.AI,L1 Distance,Longitude,0.24824588466415745
MOSTLY.AI,L1 Distance,Longitude,0.1622425070533322
MOSTLY.AI,L1 Distance,Longitude,0.20890280790437543
MOSTLY.AI,L1 Distance,Longitude,0.017096298526298848
MOSTLY.AI,L1 Distance,Longitude,0.42238772520295864
MOSTLY.AI,L1 Distance,Longitude,0.23900304448261234
MOSTLY.AI,L1 Distance,Longitude,0.29900168210857964
MOSTLY.AI,L1 Distance,Longitude,0.44880644262013436
MOSTLY.AI,CI Ratio,Longitude,0.8461745186041129
MOSTLY.AI,CI Ratio,Longitude,0.9417380356834956
MOSTLY.AI,CI Ratio,Longitude,0.8738991424757468
MOSTLY.AI,CI Ratio,Longitude,0.9686535720369172
MOSTLY.AI,CI Ratio,Longitude,0.7846387337178313
MOSTLY.AI,CI Ratio,Longitude,0.9085427552446048
MOSTLY.AI,CI Ratio,Longitude,0.9457636799246278
MOSTLY.AI,CI Ratio,Longitude,0.8735924746377538
MOSTLY.AI,CI Ratio,Longitude,0.8144851481465719
MOSTLY.AI,CI Ratio,Longitude,0.8841045956702047
MOSTLY.AI,CI Ratio,Longitude,0.9494788493309486
MOSTLY.AI,CI Ratio,Longitude,0.8677440283353155
MOSTLY.AI,CI Ratio,Longitude,0.7820998612050688
MOSTLY.AI,CI Ratio,Longitude,0.879022158493034
MOSTLY.AI,CI Ratio,Longitude,0.9354210214903043
MOSTLY.AI,CI Ratio,Longitude,0.9917065701540605
MOSTLY.AI,CI Ratio,Longitude,0.8587170249504155
MOSTLY.AI,CI Ratio,Longitude,0.945992749785
MOSTLY.AI,CI Ratio,Longitude,0.8330082483091157
MOSTLY.AI,CI Ratio,Longitude,0.84364273394988
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Sign Match,Longitude,1.0
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Sign Match,Longitude,0.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,Significance Match,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MOSTLY.AI,CI Overlap,Longitude,1.0
MNL,L1 Distance,Sex,0.7603455784673284
MNL,L1 Distance,Sex,0.9008170127079761
MNL,L1 Distance,Sex,0.7623740546335028
MNL,L1 Distance,Sex,1.0505103276732215
MNL,L1 Distance,Sex,0.22878752515814593
MNL,L1 Distance,Sex,1.3211876928834587
MNL,L1 Distance,Sex,0.44366984478556537
MNL,L1 Distance,Sex,0.9104746353730937
MNL,L1 Distance,Sex,0.3221371063556935
MNL,L1 Distance,Sex,0.20655498198651
MNL,L1 Distance,Sex,0.8600378655313343
MNL,L1 Distance,Sex,0.8058666716574984
MNL,L1 Distance,Sex,0.9407357139990309
MNL,L1 Distance,Sex,0.009200532077771273
MNL,L1 Distance,Sex,0.5682701449947309
MNL,L1 Distance,Sex,0.4942603139370084
MNL,L1 Distance,Sex,0.674254476899921
MNL,L1 Distance,Sex,0.5751789679809818
MNL,L1 Distance,Sex,0.17226610005385656
MNL,L1 Distance,Sex,0.43014182129315337
MNL,CI Ratio,Sex,0.8280171318489783
MNL,CI Ratio,Sex,0.9830650234587117
MNL,CI Ratio,Sex,0.8987163716504425
MNL,CI Ratio,Sex,0.8922557880958076
MNL,CI Ratio,Sex,1.0233595606075874
MNL,CI Ratio,Sex,0.9709459095629602
MNL,CI Ratio,Sex,0.8848634205750086
MNL,CI Ratio,Sex,0.9701461673782819
MNL,CI Ratio,Sex,0.9781718206961582
MNL,CI Ratio,Sex,1.1992994538979447
MNL,CI Ratio,Sex,0.8751530108738363
MNL,CI Ratio,Sex,0.877405790661611
MNL,CI Ratio,Sex,0.9083947987731811
MNL,CI Ratio,Sex,1.068439328181616
MNL,CI Ratio,Sex,0.925344114875531
MNL,CI Ratio,Sex,0.8609040657974462
MNL,CI Ratio,Sex,0.8405786090576886
MNL,CI Ratio,Sex,0.8771305130145532
MNL,CI Ratio,Sex,0.9322728846608512
MNL,CI Ratio,Sex,0.9296030703869267
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Sign Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,0.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,0.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,0.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,0.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,0.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,Significance Match,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,0.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
MNL,CI Overlap,Sex,1.0
AD - MNL,L1 Distance,Sex,1.1987850061803327
AD - MNL,L1 Distance,Sex,1.0592462416997097
AD - MNL,L1 Distance,Sex,1.017344397508144
AD - MNL,L1 Distance,Sex,1.3137630096288317
AD - MNL,L1 Distance,Sex,0.4230745392324522
AD - MNL,L1 Distance,Sex,1.4204601745350314
AD - MNL,L1 Distance,Sex,0.6448869145713074
AD - MNL,L1 Distance,Sex,0.942029579924924
AD - MNL,L1 Distance,Sex,0.5390459365630491
AD - MNL,L1 Distance,Sex,0.03677071760300299
AD - MNL,L1 Distance,Sex,1.3116611914331486
AD - MNL,L1 Distance,Sex,0.9419667780376668
AD - MNL,L1 Distance,Sex,1.075976228029666
AD - MNL,L1 Distance,Sex,0.28681827672325433
AD - MNL,L1 Distance,Sex,0.822713080614842
AD - MNL,L1 Distance,Sex,1.2384891555531825
AD - MNL,L1 Distance,Sex,0.8400650887132464
AD - MNL,L1 Distance,Sex,0.9958987314647185
AD - MNL,L1 Distance,Sex,0.16703987817997556
AD - MNL,L1 Distance,Sex,0.6276848427345711
AD - MNL,CI Ratio,Sex,0.827724121123814
AD - MNL,CI Ratio,Sex,0.9834789546557207
AD - MNL,CI Ratio,Sex,0.9013623679321497
AD - MNL,CI Ratio,Sex,0.8943986669925128
AD - MNL,CI Ratio,Sex,1.0222297553560005
AD - MNL,CI Ratio,Sex,0.9691672695410019
AD - MNL,CI Ratio,Sex,0.8851297609587037
AD - MNL,CI Ratio,Sex,0.9694216558264549
AD - MNL,CI Ratio,Sex,0.9739547419215282
AD - MNL,CI Ratio,Sex,1.1991020471681855
AD - MNL,CI Ratio,Sex,0.8881004262923217
AD - MNL,CI Ratio,Sex,0.8768103970046994
AD - MNL,CI Ratio,Sex,0.9054623203045428
AD - MNL,CI Ratio,Sex,1.080531979072849
AD - MNL,CI Ratio,Sex,0.9279954191512473
AD - MNL,CI Ratio,Sex,0.8740950442828873
AD - MNL,CI Ratio,Sex,0.8430578751144351
AD - MNL,CI Ratio,Sex,0.893143793643697
AD - MNL,CI Ratio,Sex,0.9392872965285095
AD - MNL,CI Ratio,Sex,0.9349695993608909
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Sign Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,0.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,Significance Match,Sex,1.0
AD - MNL,CI Overlap,Sex,0.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,0.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,0.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,0.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,0.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
AD - MNL,CI Overlap,Sex,1.0
CART,L1 Distance,Sex,0.718583910269416
CART,L1 Distance,Sex,0.5739288625840757
CART,L1 Distance,Sex,0.9180551862097022
CART,L1 Distance,Sex,1.1456255469938292
CART,L1 Distance,Sex,0.6360311221520821
CART,L1 Distance,Sex,1.2437384009677168
CART,L1 Distance,Sex,0.4484030159009975
CART,L1 Distance,Sex,0.879532590940511
CART,L1 Distance,Sex,0.7925361043115079
CART,L1 Distance,Sex,0.2479980245450495
CART,L1 Distance,Sex,0.3421594597328359
CART,L1 Distance,Sex,1.204985571182906
CART,L1 Distance,Sex,0.9599739779554259
CART,L1 Distance,Sex,0.5158867600430135
CART,L1 Distance,Sex,0.5638669419104217
CART,L1 Distance,Sex,0.7190003737904269
CART,L1 Distance,Sex,0.24734727325635308
CART,L1 Distance,Sex,0.35510323839890323
CART,L1 Distance,Sex,0.5572158070238333
CART,L1 Distance,Sex,1.0108908840992372
CART,CI Ratio,Sex,0.9601739555028763
CART,CI Ratio,Sex,0.9157911023004067
CART,CI Ratio,Sex,0.9246544028565292
CART,CI Ratio,Sex,1.0600321950890177
CART,CI Ratio,Sex,0.9707774944837175
CART,CI Ratio,Sex,0.9096212392715172
CART,CI Ratio,Sex,0.9504749700447597
CART,CI Ratio,Sex,0.8357192294476427
CART,CI Ratio,Sex,1.126529060670845
CART,CI Ratio,Sex,0.925649504791545
CART,CI Ratio,Sex,0.9593624286429626
CART,CI Ratio,Sex,0.8458052575396245
CART,CI Ratio,Sex,0.9429446140829013
CART,CI Ratio,Sex,1.0324582212286757
CART,CI Ratio,Sex,0.9948162211241937
CART,CI Ratio,Sex,0.95875958807114
CART,CI Ratio,Sex,0.888291309100201
CART,CI Ratio,Sex,1.0550831468840547
CART,CI Ratio,Sex,0.9095643118034801
CART,CI Ratio,Sex,0.9640180844987608
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
CART,Sign Match,Sex,1.0
